"worksheet_id","reviewer_slot","pack_id","question_id","question_content_sha256","english_correct","answer_unique","explanation_correct","hint_safe","asset_consistent","rights_clear","age_appropriate","verdict","review_note","failed_criteria_notes","suggested_revision"
"draft-3c9686dac6674cc4-teacher-02-001","teacher-02","draft-3c9686dac6674cc4","g3-diagnostic-uppercase-lowercase-01","a386f3b6ba8a57ccb82f8ae1e3ff2a8c773e53f29a9d34e74ef0c4ba3185f48a","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-002","teacher-02","draft-3c9686dac6674cc4","g3-diagnostic-letter-listening-01","b3df4803baa3e53052d1e2e8c45901966aaeab87a237f2c9f499cfafdce5e7ae","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-003","teacher-02","draft-3c9686dac6674cc4","g3-diagnostic-letter-writing-01","6c1eb3c6ef1ecc0a4443c61c53fe6a9fc0c8727b87658811ab6927f96c94cd4d","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-004","teacher-02","draft-3c9686dac6674cc4","g3-diagnostic-phonological-awareness-01","0489a625105a721e36eb016c0161cd8913b87a7036d92fbc4500e7817d7d116e","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-005","teacher-02","draft-3c9686dac6674cc4","g3-diagnostic-cvc-01","3ab8efdcd690c3a5dd20b195a4feb956a447e312409f86c7f7a44e94e9906a28","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-006","teacher-02","draft-3c9686dac6674cc4","g3-cvc-practice-01","236b0307694eee81bd24b8c3fc0a13c8970807fd43868a01b802e16869dae10c","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-007","teacher-02","draft-3c9686dac6674cc4","g3-cvc-practice-02","f944678b1e1cf9baa6fa28c0b49afee3f471a85d8b3b6dbf8ba7be2ca262d662","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-008","teacher-02","draft-3c9686dac6674cc4","g3-cvc-practice-03","00f705a57fb576a4e510929fae3f0e6888a35c8d7d370f628828a69291e34542","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-009","teacher-02","draft-3c9686dac6674cc4","g3-cvc-practice-04","91fef5d95480ce78462d6e15e2934a3f06715587a0624c84e8c4cb3292adcf3a","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-010","teacher-02","draft-3c9686dac6674cc4","g3-cvc-practice-05","11984a84993afb7398d07db061f5dc3eecc88ddbcb7de798c745f35d624b1044","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-011","teacher-02","draft-3c9686dac6674cc4","g3-cvc-boss-01","c4ea481c8d0122344fc7949ecc9ba4255a9d9bd3e999b781de1a1c95725fba63","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-012","teacher-02","draft-3c9686dac6674cc4","g3-cvc-rescue-01","ee0c7cdb643aed238f92482016fc368273f43aaf5fdd9c2f57f2eb8ddd92b7fa","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-013","teacher-02","draft-3c9686dac6674cc4","g3-cvc-rescue-02","d0b139e1416a6b354f84396429212862512f83f90848aafe42b213d82917981a","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-014","teacher-02","draft-3c9686dac6674cc4","g3-cvc-review-01","3386f84bf0d9cefd8be293be316364b1827a71d598ff65ea27fe5b261f943f42","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-015","teacher-02","draft-3c9686dac6674cc4","g3-cvc-review-02","b043d9057e8ce50fed8087c22045f5ed99f3a0cdc7ac6a94bd5974fbd62fc925","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-016","teacher-02","draft-3c9686dac6674cc4","g4-diagnostic-image-sentence-01","a419441b71d48c45f428ed60d37b6caf4800902c148e2c2febefa9d649f8785e","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-017","teacher-02","draft-3c9686dac6674cc4","g4-diagnostic-affirmative-negative-01","72a47c4de836b0122c3c6fa5ebdd25e5b06d1e064b65a6568f6bfef697cd64dc","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-018","teacher-02","draft-3c9686dac6674cc4","g4-diagnostic-this-that-01","3bf599a4a32f8cb6a8a9a34ecde61e5525ab67fb46d3a3303c326eef7db3866f","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-019","teacher-02","draft-3c9686dac6674cc4","g4-diagnostic-yes-no-01","8440c17d75ed7dd2bc610d5116c533d96d87210d7a5e76a61fcb229832bd4855","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-020","teacher-02","draft-3c9686dac6674cc4","g4-diagnostic-cvc-01","c77a67bc3a488f08ed7b577bb2c2701bc5d386ddd56e052b97acae9c38122a8d","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-021","teacher-02","draft-3c9686dac6674cc4","g4-yes-no-practice-01","68f96fac5b8ee16921f0ae988fa3693477cd354f0f8df4a1cce558187c1accfa","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-022","teacher-02","draft-3c9686dac6674cc4","g4-yes-no-practice-02","7a1403b75764ccd94e67bc968a0f73aa9014c72eac457428a8381f087419bf85","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-023","teacher-02","draft-3c9686dac6674cc4","g4-yes-no-practice-03","1b285ad182618b2273b9884fdd20c838971f4726a97393afc1b1a72f3b075965","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-024","teacher-02","draft-3c9686dac6674cc4","g4-yes-no-practice-04","406644dde397721d5b16ca669917d4b6ff60427cbc327230c3ec2e4783c10995","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-025","teacher-02","draft-3c9686dac6674cc4","g4-yes-no-practice-05","9caaedbfa7bb69ea5c268f30de7dc9c22173b608673e2f53292f505b0f3f95cd","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-026","teacher-02","draft-3c9686dac6674cc4","g4-yes-no-boss-01","83dfe60ac93f947a718d45e867f3ba4cf32109a8f42dab02f5ca24ddd3ea843d","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-027","teacher-02","draft-3c9686dac6674cc4","g4-yes-no-rescue-01","448e45b42bf771a350d37c3dfe560a83aa042164e5012b66b61947917c92a733","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-028","teacher-02","draft-3c9686dac6674cc4","g4-yes-no-rescue-02","20c893551de1ebda744c080e4ef31ec74a7bb37f61745ace52fe86ab477f500e","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-029","teacher-02","draft-3c9686dac6674cc4","g4-yes-no-review-01","d3b2a397144c79dbafd474a1a166529025dd7810bcb40294e247db2859aa7f83","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-030","teacher-02","draft-3c9686dac6674cc4","g4-yes-no-review-02","bcbe5487165bd072f17e9a456825d0398d4ca7c34918750d202dcc4957793852","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-031","teacher-02","draft-3c9686dac6674cc4","g5-diagnostic-weather-01","f0605243a82ae500411f0f0d83217783e37f16caed5b692c636d3de4160e9d59","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-032","teacher-02","draft-3c9686dac6674cc4","g5-diagnostic-image-sentence-01","27913f973486791a56fa0ae53a4541e7a671fee0fbfac0e0446652ae18f17e04","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-033","teacher-02","draft-3c9686dac6674cc4","g5-diagnostic-adjective-01","7375d5dc097f05ed8e0a06019c2862a52ccb23b3374490664c8923a02915c4e0","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-034","teacher-02","draft-3c9686dac6674cc4","g5-diagnostic-age-can-01","d350e5af4ab3919587a963805be1855c0d05fad11727f8304401f7f1a36ef132","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-035","teacher-02","draft-3c9686dac6674cc4","g5-diagnostic-dialogue-01","99c6152d8f899fdf62a07d29cc578468a816ff934b34f08d63b03636c977364d","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-036","teacher-02","draft-3c9686dac6674cc4","g5-age-can-practice-01","e370de5357bc59bf9623d7ba28dc2a31b1c3d8b8a3d162bea5df636974486e14","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-037","teacher-02","draft-3c9686dac6674cc4","g5-age-can-practice-02","c7a0440d7372d1e66c95932e717f99e54012eb85dfe348947c764d34cb48b0d8","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-038","teacher-02","draft-3c9686dac6674cc4","g5-age-can-practice-03","d7ea087bd9ba0108d4893052d53ddf0e2a3915a7033f108e9fca59f9d8995b8e","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-039","teacher-02","draft-3c9686dac6674cc4","g5-age-can-practice-04","4c2c9970560e2c91b22ff118861bf88a5fdd4b8d74bec7151ea887d3a5c9d0f3","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-040","teacher-02","draft-3c9686dac6674cc4","g5-age-can-practice-05","85734992316fbdb7b4c28666be8441863216ccf03f284b82241fe401eda1af45","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-041","teacher-02","draft-3c9686dac6674cc4","g5-age-can-boss-01","c2686e631fb85a4f37b234dea02e5cddaed6bc7fd7d06dfdc8162aa2f21494d8","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-042","teacher-02","draft-3c9686dac6674cc4","g5-age-can-rescue-01","db23b39941e63f8ec9cf2d822b77eb5e636a7d7a5d302f9137676c2804e9035a","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-043","teacher-02","draft-3c9686dac6674cc4","g5-age-can-rescue-02","4fb976ef1c1cc822cab8e77d8b3e248b2032013ff802c684ab3d062af2ca7b34","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-044","teacher-02","draft-3c9686dac6674cc4","g5-age-can-review-01","144f41ac667398b1a563380c75582c76934fb9dae6c785f839c3a7562e7126b6","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-045","teacher-02","draft-3c9686dac6674cc4","g5-age-can-review-02","8484bd0b5cc7b776d5abb4756b6315efc7b9867885448db457200b41f107a38e","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-046","teacher-02","draft-3c9686dac6674cc4","g6-diagnostic-place-01","e22109d1580b8c6ee4880f7aef2e037468cc6769d159ec5538dc1a6a4c906747","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-047","teacher-02","draft-3c9686dac6674cc4","g6-diagnostic-progressive-01","717e55418fa59348fc0e687617c62df6f76a074fa24998f25eaea67c08654adb","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-048","teacher-02","draft-3c9686dac6674cc4","g6-diagnostic-clothing-have-01","d61430da578d65f1de977d8a153b4f7f6f43fc711dd979ce9d1a18bce2bee0f6","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-049","teacher-02","draft-3c9686dac6674cc4","g6-diagnostic-occupation-family-01","b83956ead68eb3b4992fe2e59439aacf41e425d15bd6c545857b91fd3e653fa4","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-050","teacher-02","draft-3c9686dac6674cc4","g6-diagnostic-integrated-01","feb9c6545e0c0da3346ed646e193b58bb2496156046956f667eb64c950bf2996","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-051","teacher-02","draft-3c9686dac6674cc4","g6-progressive-practice-01","36797aaecb5413c18cf57f4ac57ae4fbac6379ae237b313a555ca17f98878553","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-052","teacher-02","draft-3c9686dac6674cc4","g6-progressive-practice-02","b2d5d58e4166493e93b93390b41490e09f095b555d537d92c737945d1d7499f5","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-053","teacher-02","draft-3c9686dac6674cc4","g6-progressive-practice-03","a0148f416736fa8be7ba1db13cfcdda4642d91ad9aff259231b9b5a17df21d77","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-054","teacher-02","draft-3c9686dac6674cc4","g6-progressive-practice-04","0df16cf7c122443e6f83366b4b5c811331c2e24c6ae4332b7925c548ead1d40b","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-055","teacher-02","draft-3c9686dac6674cc4","g6-progressive-practice-05","5f95e440e5e23b04b097b5dacd437469553973b1f5069d1ee36b9defea204c95","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-056","teacher-02","draft-3c9686dac6674cc4","g6-progressive-boss-01","6687f0630fccf223a6f68adf2f1b9c10bdb7097047112e3680fe8732693932f7","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-057","teacher-02","draft-3c9686dac6674cc4","g6-progressive-rescue-01","1f20932d00e3a810e21bea48777b6a5df3eb86436483e757a6a0c0eb6ce7e442","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-058","teacher-02","draft-3c9686dac6674cc4","g6-progressive-rescue-02","f075dd82178cc6eae02a1152c1eaa9caca9240157ad473d63d5997b17035fde6","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-059","teacher-02","draft-3c9686dac6674cc4","g6-progressive-review-01","0fb7e5e1531cc58ab7c9555142acf381c92e58673651acf0b97dfd239d739ffc","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-060","teacher-02","draft-3c9686dac6674cc4","g6-progressive-review-02","2fb7acb5418f2bfa1a2f40e1761d2c9a1177d6b7542aea8b8410e4f744c28d09","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-061","teacher-02","draft-3c9686dac6674cc4","g3-review-uppercase-lowercase-01","d56f5851d8036e4a5e61fa3c632b5c8eafaea4fbb740cb6c67299cdde890365e","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-062","teacher-02","draft-3c9686dac6674cc4","g3-review-uppercase-lowercase-02","8628dd3e8394c648326450026ab89c7668c3bdff05034b96ab8adb75d2b7736b","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-063","teacher-02","draft-3c9686dac6674cc4","g3-review-uppercase-lowercase-03","16355d610600d75cd74f5743716755298e101ea0bce5e36ec450388dec5b1312","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-064","teacher-02","draft-3c9686dac6674cc4","g3-review-uppercase-lowercase-04","b09928c4d06da765fbb9cc353009f72c0d1be4369090e307983e112b7785b0ea","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-065","teacher-02","draft-3c9686dac6674cc4","g3-review-uppercase-lowercase-05","47dc4d38c9aa6d3ca10ebd2ddeb5f35106a281b107a97b9514ff8dabdf158a8d","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-066","teacher-02","draft-3c9686dac6674cc4","g3-review-uppercase-lowercase-06","0168546519d06a382229a944b282a9145e1abb2250161290a9855e6bb29c33db","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-067","teacher-02","draft-3c9686dac6674cc4","g3-review-uppercase-lowercase-07","2223ef08c5bbec0021fc0e14dcf25f01193a66a8fdcbd4bed64930cbe39e180d","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-068","teacher-02","draft-3c9686dac6674cc4","g3-review-letter-listening-01","4f11aab03b7594f13fdf83d189cc29539e82c9149aa8ba2d5dacca94a0c0c38f","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-069","teacher-02","draft-3c9686dac6674cc4","g3-review-letter-listening-02","e3f32077bc52734612cf23689197d640a5fc85e51d6293fe35a9096d633fcb82","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-070","teacher-02","draft-3c9686dac6674cc4","g3-review-letter-listening-03","9b2218123da2d46ad1938612dad27603ef1edd72cae964dda6ede7d5f4a8ce02","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-071","teacher-02","draft-3c9686dac6674cc4","g3-review-letter-listening-04","200fc5563e77bae396ea3c3001919d41731688ba488e90aaf47d0a3ae290a36b","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-072","teacher-02","draft-3c9686dac6674cc4","g3-review-letter-listening-05","b618b52e2895139488ffe7292be207b95f1b6fdff7bd8c5f14746448381c5e7e","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-073","teacher-02","draft-3c9686dac6674cc4","g3-review-letter-listening-06","3bc1615a08cfd36dd0ff44af6d2bfc6cc6d3efd02d6262cd6e64ffd5c133aa5d","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-074","teacher-02","draft-3c9686dac6674cc4","g3-review-letter-listening-07","d666fcf47082c0b1fabdfab864c83d19270f1967ebddab48515cf5668b98eb8a","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-075","teacher-02","draft-3c9686dac6674cc4","g3-review-letter-writing-01","cfcff9e31885ec386f336ea1ee5b78cac01eb7042b1327336ed0d74d4c1bd66b","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-076","teacher-02","draft-3c9686dac6674cc4","g3-review-letter-writing-02","a7dc661ead203e68651be13ba0b7956ec6e6807037684c8fc4a2f837578b9329","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-077","teacher-02","draft-3c9686dac6674cc4","g3-review-letter-writing-03","3aa10d39637402e21b5689da66f6ebf10b99f9b75e230055aaba4784fe7a0cbb","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-078","teacher-02","draft-3c9686dac6674cc4","g3-review-letter-writing-04","6cb176c48d346f8708bad127d7bd54591e8a1571255ab79113006222f99f0aea","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-079","teacher-02","draft-3c9686dac6674cc4","g3-review-letter-writing-05","5fcdc96de46c14cd363488fe425bd4d3c94ae654f3c49d90d72691f21d962877","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-080","teacher-02","draft-3c9686dac6674cc4","g3-review-letter-writing-06","456ae359b550f5443b416eed547a6d9fc52ede75479fb41e7f2a6e4cbffa466f","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-081","teacher-02","draft-3c9686dac6674cc4","g3-review-letter-writing-07","805d23c43114c4fbcc69ca5c8da4c0b51dc855643ee8dadf39a065483397d467","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-082","teacher-02","draft-3c9686dac6674cc4","g3-review-phonological-awareness-01","7123ee86f5fad8504d44ce19a8f8aa7f8ab1fb7ecaa158a2017349d1a26aea4c","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-083","teacher-02","draft-3c9686dac6674cc4","g3-review-phonological-awareness-02","d52f94a55223def8d13164aa099ddaea4e5db483100ea54e4e6d6513fcf8fe6e","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-084","teacher-02","draft-3c9686dac6674cc4","g3-review-phonological-awareness-03","57690d286d94994bc7f360ec33d3bbb019cc190911023ffb77814c1f86da409b","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-085","teacher-02","draft-3c9686dac6674cc4","g3-review-phonological-awareness-04","893b06c86109c046d847eb0ebc8a4e0d9d5869e3b95f4351adff9ec1f822782a","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-086","teacher-02","draft-3c9686dac6674cc4","g3-review-phonological-awareness-05","a5aa5cb3c051e7f9695579d814b7ecdc5e0aadc47847239614343e05f6544b5b","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-087","teacher-02","draft-3c9686dac6674cc4","g3-review-phonological-awareness-06","af7e80e361da18375da98441656ea845e1e2aed74e827430243ab87568aae167","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-088","teacher-02","draft-3c9686dac6674cc4","g3-review-phonological-awareness-07","191088118e6279a3c5fb71324617ae331ac37482a69f33ae92e51b672dc0b6ee","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-089","teacher-02","draft-3c9686dac6674cc4","g3-review-cvc-decoding-01","b1d91d2edbaf4013ec49e5ba0cdef3c03924037eed51213b3045067cfd049ecc","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-090","teacher-02","draft-3c9686dac6674cc4","g3-review-cvc-decoding-02","9483bfdc56da1aaef1a2067eeaf1375c847aa70e824e739356ff660a1f6b1212","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-091","teacher-02","draft-3c9686dac6674cc4","g3-review-cvc-decoding-03","72547a8671a8714bd54c365be5297f67995b021b2346064002df4293a9aaeb22","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-092","teacher-02","draft-3c9686dac6674cc4","g3-review-cvc-decoding-04","16a9974c1b61b4a80ca4ccb63b25d4f385d72eb765e5327f6e0b232a81a49c4a","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-093","teacher-02","draft-3c9686dac6674cc4","g3-review-cvc-decoding-05","f8b26ad0c9b372757bfc25fcd6d8ec45b9491f2bd98c45567edd3c29677a2f94","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-094","teacher-02","draft-3c9686dac6674cc4","g3-review-cvc-decoding-06","fb5d6545aa769d5dc0d0c8d922488adeb7f8c7e87325996b3794d4651e074339","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-095","teacher-02","draft-3c9686dac6674cc4","g3-review-cvc-decoding-07","c04dd9eff402fd80aab9851238dc79048f77300d2afe79c4edada569c3cd73eb","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-096","teacher-02","draft-3c9686dac6674cc4","g4-review-image-sentence-01","d2db98c5f7a68db065e2856764e2ae849386ea89e75a92a7885d48f60b0ce208","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-097","teacher-02","draft-3c9686dac6674cc4","g4-review-image-sentence-02","111c7ec98b6e5ff69548474235c3170323af305bb58b79eda8ec0f566ab518b1","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-098","teacher-02","draft-3c9686dac6674cc4","g4-review-image-sentence-03","a36447d64aa3dd277946312e11aaae919f411e00eee66d99cc719d1f307b8cf0","","","","","","","","","","",""
